Date first seen,Duration,Proto,Src IP Addr,Src Pt,Dst IP Addr,Dst Pt,Packets,Bytes,Flows,Flags,Tos,class,attackType,attackID,attackDescription,numBytes
2017-03-15 00:02:19.498,9.62,TCP  ,10006_27,34328,EXT_SERVER,22.0,15,    2157,1,.APRSF,0,suspicious,---,---,---,2157.0
2017-03-15 00:02:19.498,9.62,TCP  ,EXT_SERVER,22,10006_27,34328.0,20,    3249,1,.AP.SF,0,suspicious,---,---,---,3249.0
2017-03-15 00:00:46.705,120.94,TCP  ,10004_35,49995,EXT_SERVER,22.0,7,     381,1,.APRSF,0,suspicious,---,---,---,381.0
2017-03-15 00:00:46.705,120.94,TCP  ,EXT_SERVER,22,10004_35,49995.0,14,    8669,1,.AP.SF,0,suspicious,---,---,---,8669.0
2017-03-15 00:02:34.788,14.315,TCP  ,EXT_SERVER,22,10001_123,1610.0,20,    3065,1,.AP.S.,0,suspicious,---,---,---,3065.0
2017-03-15 00:02:34.788,14.315,TCP  ,10001_123,1610,EXT_SERVER,22.0,17,    3027,1,.APRS.,0,suspicious,---,---,---,3027.0
2017-03-15 00:02:14.124,40.647,TCP  ,10004_35,53003,EXT_SERVER,22.0,7,    1029,1,.APRSF,0,suspicious,---,---,---,1029.0
2017-03-15 00:02:14.124,40.647,TCP  ,EXT_SERVER,22,10004_35,53003.0,14,    7629,1,.AP.SF,0,suspicious,---,---,---,7629.0
2017-03-15 00:02:55.012,0.0,TCP  ,10007_231,28877,EXT_SERVER,23.0,1,      46,1,....S.,0,suspicious,---,---,---,46.0
2017-03-15 00:02:55.012,0.0,TCP  ,EXT_SERVER,23,10007_231,28877.0,1,      40,1,.A.R..,0,suspicious,---,---,---,40.0
2017-03-15 00:02:59.004,6.452,TCP  ,10004_35,62380,EXT_SERVER,22.0,6,     329,1,.APRSF,0,suspicious,---,---,---,329.0
2017-03-15 00:02:59.004,6.452,TCP  ,EXT_SERVER,22,10004_35,62380.0,8,    4393,1,.AP.S.,0,suspicious,---,---,---,4393.0
2017-03-15 00:02:50.696,15.876,TCP  ,EXT_SERVER,22,10001_123,2812.0,19,    3093,1,.AP.S.,0,suspicious,---,---,---,3093.0
2017-03-15 00:02:50.696,15.876,TCP  ,10001_123,2812,EXT_SERVER,22.0,16,    2917,1,.APRS.,0,suspicious,---,---,---,2917.0
2017-03-15 00:03:11.781,12.854,TCP  ,EXT_SERVER,22,10001_123,1702.0,18,    2985,1,.AP.S.,0,suspicious,---,---,---,2985.0
2017-03-15 00:03:11.781,12.854,TCP  ,10001_123,1702,EXT_SERVER,22.0,13,    2843,1,.APRS.,0,suspicious,---,---,---,2843.0
2017-03-15 00:03:26.410,10.355,TCP  ,10008_109,48143,EXT_SERVER,22.0,17,    2261,1,.APRSF,0,suspicious,---,---,---,2261.0
2017-03-15 00:03:26.410,10.355,TCP  ,EXT_SERVER,22,10008_109,48143.0,20,    3249,1,.AP.SF,0,suspicious,---,---,---,3249.0
2017-03-15 00:00:32.016,9.631,TCP  ,10006_27,25777,EXT_SERVER,22.0,15,    2163,1,.AP.SF,0,suspicious,---,---,---,2163.0
2017-03-15 00:00:32.016,9.631,TCP  ,EXT_SERVER,22,10006_27,25777.0,20,    3237,1,.AP.SF,0,suspicious,---,---,---,3237.0
2017-03-15 00:04:07.571,0.0,TCP  ,10009_161,26905,EXT_SERVER,23.0,1,      46,1,....S.,0,suspicious,---,---,---,46.0
2017-03-15 00:04:07.571,0.0,TCP  ,EXT_SERVER,23,10009_161,26905.0,1,      40,1,.A.R..,0,suspicious,---,---,---,40.0
2017-03-15 00:04:15.639,0.0,TCP  ,10010_80,36693,EXT_SERVER,23.0,1,      46,1,....S.,0,suspicious,---,---,---,46.0
2017-03-15 00:04:15.639,0.0,TCP  ,EXT_SERVER,23,10010_80,36693.0,1,      40,1,.A.R..,0,suspicious,---,---,---,40.0
2017-03-15 00:04:20.538,0.0,TCP  ,10011_88,29538,EXT_SERVER,5358.0,1,      46,1,....S.,0,suspicious,---,---,---,46.0
2017-03-15 00:04:20.538,0.0,TCP  ,EXT_SERVER,5358,10011_88,29538.0,1,      40,1,.A.R..,0,suspicious,---,---,---,40.0
2017-03-15 00:01:26.295,8.605,TCP  ,10006_27,57182,EXT_SERVER,22.0,17,    2283,1,.AP.SF,0,suspicious,---,---,---,2283.0
2017-03-15 00:01:26.295,8.605,TCP  ,EXT_SERVER,22,10006_27,57182.0,19,    3185,1,.AP.SF,0,suspicious,---,---,---,3185.0
2017-03-15 00:04:29.221,9.578,TCP  ,10008_109,48863,EXT_SERVER,22.0,15,    2157,1,.APRSF,0,suspicious,---,---,---,2157.0
2017-03-15 00:04:29.221,9.578,TCP  ,EXT_SERVER,22,10008_109,48863.0,20,    3249,1,.AP.SF,0,suspicious,---,---,---,3249.0
2017-03-15 00:01:39.467,0.075,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,49835.0,7,     556,1,.AP.SF,0,normal,---,---,---,556.0
2017-03-15 00:01:39.467,0.075,TCP  ,OPENSTACK_NET,49835,EXT_SERVER,8000.0,6,     515,1,.AP.SF,0,normal,---,---,---,515.0
2017-03-15 00:01:39.467,0.079,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,49834.0,7,     561,1,.AP.SF,0,normal,---,---,---,561.0
2017-03-15 00:01:39.467,0.079,TCP  ,OPENSTACK_NET,49834,EXT_SERVER,8000.0,6,     589,1,.AP.SF,0,normal,---,---,---,589.0
2017-03-15 00:01:39.523,0.065,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,49836.0,7,     702,1,.AP.SF,0,normal,---,---,---,702.0
2017-03-15 00:01:39.523,0.065,TCP  ,OPENSTACK_NET,49836,EXT_SERVER,8000.0,6,     586,1,.AP.SF,0,normal,---,---,---,586.0
2017-03-15 00:01:39.539,1.558,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,49837.0,7,    1726,1,.AP.SF,0,normal,---,---,---,1726.0
2017-03-15 00:01:39.539,1.558,TCP  ,OPENSTACK_NET,49837,EXT_SERVER,8000.0,6,     579,1,.AP.SF,0,normal,---,---,---,579.0
2017-03-15 00:01:41.044,0.041,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,49838.0,7,     639,1,.AP.SF,0,normal,---,---,---,639.0
2017-03-15 00:01:41.044,0.041,TCP  ,OPENSTACK_NET,49838,EXT_SERVER,8000.0,6,     614,1,.AP.SF,0,normal,---,---,---,614.0
2017-03-15 00:04:46.921,15.424,TCP  ,EXT_SERVER,22,10001_123,1579.0,18,    2985,1,.AP.S.,0,suspicious,---,---,---,2985.0
2017-03-15 00:04:46.921,15.424,TCP  ,10001_123,1579,EXT_SERVER,22.0,16,    2917,1,.APRS.,0,suspicious,---,---,---,2917.0
2017-03-15 00:04:54.424,10.569,TCP  ,EXT_SERVER,22,10012_231,40964.0,20,    3249,1,.AP.SF,0,suspicious,---,---,---,3249.0
2017-03-15 00:04:54.424,10.569,TCP  ,10012_231,40964,EXT_SERVER,22.0,17,    2261,1,.APRSF,0,suspicious,---,---,---,2261.0
2017-03-15 00:05:11.669,10.619,TCP  ,10004_35,13988,EXT_SERVER,22.0,6,     977,1,.APRSF,0,suspicious,---,---,---,977.0
2017-03-15 00:05:11.669,10.619,TCP  ,EXT_SERVER,22,10004_35,13988.0,8,    1469,1,.AP.SF,0,suspicious,---,---,---,1469.0
2017-03-15 00:05:22.845,0.0,TCP  ,EXT_SERVER,23,10013_199,1811.0,1,      40,1,.A.R..,0,suspicious,---,---,---,40.0
2017-03-15 00:05:22.845,0.0,TCP  ,10013_199,1811,EXT_SERVER,23.0,1,      46,1,....S.,0,suspicious,---,---,---,46.0
2017-03-15 00:05:10.118,20.234,TCP  ,EXT_SERVER,22,10001_123,3792.0,20,    3201,1,.AP.S.,0,suspicious,---,---,---,3201.0
2017-03-15 00:05:10.118,20.234,TCP  ,10001_123,3792,EXT_SERVER,22.0,15,    2935,1,.APRS.,0,suspicious,---,---,---,2935.0
2017-03-15 00:05:24.888,10.197,TCP  ,EXT_SERVER,22,10012_231,47271.0,20,    3249,1,.AP.SF,0,suspicious,---,---,---,3249.0
2017-03-15 00:05:24.888,10.197,TCP  ,10012_231,47271,EXT_SERVER,22.0,14,    2105,1,.APRSF,0,suspicious,---,---,---,2105.0
2017-03-15 00:02:48.650,0.065,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,62900.0,7,     561,1,.AP.SF,0,normal,---,---,---,561.0
2017-03-15 00:02:48.650,0.065,TCP  ,OPENSTACK_NET,62900,EXT_SERVER,8000.0,6,     589,1,.AP.SF,0,normal,---,---,---,589.0
2017-03-15 00:02:48.650,0.049,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,62901.0,7,     556,1,.AP.SF,0,normal,---,---,---,556.0
2017-03-15 00:02:48.650,0.049,TCP  ,OPENSTACK_NET,62901,EXT_SERVER,8000.0,6,     515,1,.AP.SF,0,normal,---,---,---,515.0
2017-03-15 00:02:48.651,0.064,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,62902.0,7,     702,1,.AP.SF,0,normal,---,---,---,702.0
2017-03-15 00:02:48.651,0.064,TCP  ,OPENSTACK_NET,62902,EXT_SERVER,8000.0,6,     586,1,.AP.SF,0,normal,---,---,---,586.0
2017-03-15 00:02:39.477,9.602,TCP  ,10008_109,38273,EXT_SERVER,22.0,15,    2163,1,.AP.SF,0,suspicious,---,---,---,2163.0
2017-03-15 00:02:39.477,9.602,TCP  ,EXT_SERVER,22,10008_109,38273.0,19,    3185,1,.AP.SF,0,suspicious,---,---,---,3185.0
2017-03-15 00:02:49.707,0.074,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,62903.0,7,    1726,1,.AP.SF,0,normal,---,---,---,1726.0
2017-03-15 00:02:49.707,0.074,TCP  ,OPENSTACK_NET,62903,EXT_SERVER,8000.0,6,     579,1,.AP.SF,0,normal,---,---,---,579.0
2017-03-15 00:02:49.712,0.048,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,62904.0,7,     639,1,.AP.SF,0,normal,---,---,---,639.0
2017-03-15 00:02:49.712,0.048,TCP  ,OPENSTACK_NET,62904,EXT_SERVER,8000.0,6,     614,1,.AP.SF,0,normal,---,---,---,614.0
2017-03-15 00:05:33.302,15.706,TCP  ,EXT_SERVER,22,10001_123,2337.0,18,    2985,1,.AP.S.,0,suspicious,---,---,---,2985.0
2017-03-15 00:05:33.302,15.706,TCP  ,10001_123,2337,EXT_SERVER,22.0,15,    2871,1,.APRS.,0,suspicious,---,---,---,2871.0
2017-03-15 00:04:28.123,89.131,TCP  ,10004_35,15987,EXT_SERVER,22.0,8,     717,1,.APRSF,0,suspicious,---,---,---,717.0
2017-03-15 00:04:28.123,89.131,TCP  ,EXT_SERVER,22,10004_35,15987.0,9,    4445,1,.AP.S.,0,suspicious,---,---,---,4445.0
2017-03-15 00:02:48.741,9.967,TCP  ,10008_109,45310,EXT_SERVER,22.0,16,    2215,1,.AP.SF,0,suspicious,---,---,---,2215.0
2017-03-15 00:02:48.741,9.967,TCP  ,EXT_SERVER,22,10008_109,45310.0,18,    3145,1,.AP.SF,0,suspicious,---,---,---,3145.0
2017-03-15 00:03:03.371,0.015,UDP  ,10014_199,123,EXT_SERVER,47847.0,1,      76,1,......,0,suspicious,---,---,---,76.0
2017-03-15 00:03:03.371,0.015,UDP  ,EXT_SERVER,47847,10014_199,123.0,1,      76,1,......,0,suspicious,---,---,---,76.0
2017-03-15 00:05:51.137,16.633,TCP  ,EXT_SERVER,22,10001_123,4429.0,20,    3077,1,.AP.S.,0,suspicious,---,---,---,3077.0
2017-03-15 00:05:51.137,16.633,TCP  ,10001_123,4429,EXT_SERVER,22.0,15,    3679,1,.APRS.,0,suspicious,---,---,---,3679.0
2017-03-15 00:02:58.441,9.85,TCP  ,10008_109,56766,EXT_SERVER,22.0,17,    2267,1,.AP.SF,0,suspicious,---,---,---,2267.0
2017-03-15 00:02:58.441,9.85,TCP  ,EXT_SERVER,22,10008_109,56766.0,19,    3185,1,.AP.SF,0,suspicious,---,---,---,3185.0
2017-03-15 00:03:07.962,9.566,TCP  ,10008_109,36559,EXT_SERVER,22.0,16,    2215,1,.AP.SF,0,suspicious,---,---,---,2215.0
2017-03-15 00:03:07.962,9.566,TCP  ,EXT_SERVER,22,10008_109,36559.0,19,    3185,1,.AP.SF,0,suspicious,---,---,---,3185.0
2017-03-15 00:06:14.707,2.874,TCP  ,10015_126,51434,EXT_SERVER,445.0,2,     104,1,....S.,0,suspicious,---,---,---,104.0
2017-03-15 00:06:14.707,2.874,TCP  ,EXT_SERVER,445,10015_126,51434.0,2,      80,1,.A.R..,0,suspicious,---,---,---,80.0
2017-03-15 00:02:40.762,38.446,TCP  ,EXT_SERVER,22,10016_97,54464.0,14,    2625,1,.AP.SF,0,suspicious,---,---,---,2625.0
2017-03-15 00:02:40.762,38.446,TCP  ,10016_97,54464,EXT_SERVER,22.0,14,    1678,1,  0xdb,0,suspicious,---,---,---,1678.0
2017-03-15 00:03:19.407,2.534,TCP  ,EXT_SERVER,22,10016_97,55502.0,14,    2625,1,.AP.SF,0,suspicious,---,---,---,2625.0
2017-03-15 00:03:19.407,2.534,TCP  ,10016_97,55502,EXT_SERVER,22.0,14,    1678,1,  0xdb,0,suspicious,---,---,---,1678.0
2017-03-15 00:03:14.077,8.734,TCP  ,10006_27,19456,EXT_SERVER,22.0,15,    2163,1,.AP.SF,0,suspicious,---,---,---,2163.0
2017-03-15 00:03:14.077,8.734,TCP  ,EXT_SERVER,22,10006_27,19456.0,19,    3185,1,.AP.SF,0,suspicious,---,---,---,3185.0
2017-03-15 00:03:21.906,2.769,TCP  ,EXT_SERVER,22,10016_97,55556.0,14,    2625,1,.AP.SF,0,suspicious,---,---,---,2625.0
2017-03-15 00:03:21.906,2.769,TCP  ,10016_97,55556,EXT_SERVER,22.0,14,    1678,1,  0xdb,0,suspicious,---,---,---,1678.0
2017-03-15 00:03:17.241,9.432,TCP  ,10008_109,42662,EXT_SERVER,22.0,15,    2179,1,.AP.SF,0,suspicious,---,---,---,2179.0
2017-03-15 00:03:17.241,9.432,TCP  ,EXT_SERVER,22,10008_109,42662.0,19,    3185,1,.AP.SF,0,suspicious,---,---,---,3185.0
2017-03-15 00:06:39.635,5.468,TCP  ,10004_35,22530,EXT_SERVER,22.0,4,     255,1,.APRSF,0,suspicious,---,---,---,255.0
2017-03-15 00:06:39.635,5.468,TCP  ,EXT_SERVER,22,10004_35,22530.0,5,    2302,1,.AP.S.,0,suspicious,---,---,---,2302.0
2017-03-15 00:03:36.995,10.013,TCP  ,10008_109,54419,EXT_SERVER,22.0,18,    2319,1,.AP.SF,0,suspicious,---,---,---,2319.0
2017-03-15 00:03:36.995,10.013,TCP  ,EXT_SERVER,22,10008_109,54419.0,19,    3185,1,.AP.SF,0,suspicious,---,---,---,3185.0
2017-03-15 00:06:39.285,13.437,TCP  ,EXT_SERVER,22,10001_123,3246.0,18,    2985,1,.AP.S.,0,suspicious,---,---,---,2985.0
2017-03-15 00:06:39.285,13.437,TCP  ,10001_123,3246,EXT_SERVER,22.0,14,    2825,1,.APRS.,0,suspicious,---,---,---,2825.0
2017-03-15 00:03:46.683,11.744,TCP  ,10008_109,36759,EXT_SERVER,22.0,18,    2319,1,.AP.SF,0,suspicious,---,---,---,2319.0
2017-03-15 00:03:46.683,11.744,TCP  ,EXT_SERVER,22,10008_109,36759.0,19,    3197,1,.AP.SF,0,suspicious,---,---,---,3197.0
2017-03-15 00:03:58.098,11.228,TCP  ,10008_109,49845,EXT_SERVER,22.0,20,    2439,1,.AP.SF,0,suspicious,---,---,---,2439.0
2017-03-15 00:03:58.098,11.228,TCP  ,EXT_SERVER,22,10008_109,49845.0,19,    3185,1,.AP.SF,0,suspicious,---,---,---,3185.0
2017-03-15 00:07:10.856,0.0,TCP  ,10017_11,12419,EXT_SERVER,7547.0,1,      46,1,....S.,0,suspicious,---,---,---,46.0
2017-03-15 00:07:10.856,0.0,TCP  ,EXT_SERVER,7547,10017_11,12419.0,1,      40,1,.A.R..,0,suspicious,---,---,---,40.0
2017-03-15 00:06:57.407,17.283,TCP  ,EXT_SERVER,22,10001_123,1646.0,21,    3309,1,.AP.S.,0,suspicious,---,---,---,3309.0
2017-03-15 00:06:57.407,17.283,TCP  ,10001_123,1646,EXT_SERVER,22.0,14,    2825,1,.APRS.,0,suspicious,---,---,---,2825.0
2017-03-15 00:04:07.740,9.677,TCP  ,10006_27,50067,EXT_SERVER,22.0,16,    2215,1,.AP.SF,0,suspicious,---,---,---,2215.0
2017-03-15 00:04:07.740,9.677,TCP  ,EXT_SERVER,22,10006_27,50067.0,19,    3185,1,.AP.SF,0,suspicious,---,---,---,3185.0
2017-03-15 00:04:09.007,10.916,TCP  ,10008_109,32970,EXT_SERVER,22.0,17,    2283,1,.AP.SF,0,suspicious,---,---,---,2283.0
2017-03-15 00:04:09.007,10.916,TCP  ,EXT_SERVER,22,10008_109,32970.0,19,    3185,1,.AP.SF,0,suspicious,---,---,---,3185.0
2017-03-15 00:03:24.835,61.379,TCP  ,EXT_SERVER,22,10016_97,55655.0,15,    2665,1,.AP.SF,0,suspicious,---,---,---,2665.0
2017-03-15 00:03:24.835,61.379,TCP  ,10016_97,55655,EXT_SERVER,22.0,15,    1724,1,  0xdb,0,suspicious,---,---,---,1724.0
2017-03-15 00:04:19.603,9.938,TCP  ,10008_109,41218,EXT_SERVER,22.0,15,    2163,1,.AP.SF,0,suspicious,---,---,---,2163.0
2017-03-15 00:04:19.603,9.938,TCP  ,EXT_SERVER,22,10008_109,41218.0,19,    3185,1,.AP.SF,0,suspicious,---,---,---,3185.0
2017-03-15 00:04:26.268,3.363,TCP  ,EXT_SERVER,22,10016_97,57200.0,14,    2625,1,.AP.SF,0,suspicious,---,---,---,2625.0
2017-03-15 00:04:26.268,3.363,TCP  ,10016_97,57200,EXT_SERVER,22.0,14,    1678,1,  0xdb,0,suspicious,---,---,---,1678.0
2017-03-15 00:04:39.470,0.047,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,49887.0,7,     556,1,.AP.SF,0,normal,---,---,---,556.0
2017-03-15 00:04:39.470,0.047,TCP  ,OPENSTACK_NET,49887,EXT_SERVER,8000.0,6,     515,1,.AP.SF,0,normal,---,---,---,515.0
2017-03-15 00:04:39.512,0.058,TCP  ,EXT_SERVER,8000,OPENSTACK_NET,49888.0,7,     702,1,.AP.SF,0,normal,---,---,---,702.0
2017-03-15 00:04:39.512,0.058,TCP  ,OPENSTACK_NET,49888,EXT_SERVER,8000.0,6,     586,1,.AP.SF,0,normal,---,---,---,586.0
2017-03-15 00:04:35.123,9.588,TCP  ,EXT_SERVER,22,10012_231,47695.0,19,    3185,1,.AP.SF,0,suspicious,---,---,---,3185.0
2017-03-15 00:04:35.123,9.588,TCP  ,10012_231,47695,EXT_SERVER,22.0,15,    2163,1,.AP.SF,0,suspicious,---,---,---,2163.0
2017-03-15 00:04:38.489,9.555,TCP  ,10008_109,54731,EXT_SERVER,22.0,15,    2163,1,.AP.SF,0,suspicious,---,---,---,2163.0
2017-03-15 00:04:38.489,9.555,TCP  ,EXT_SERVER,22,10008_109,54731.0,19,    3185,1,.AP.SF,0,suspicious,---,---,---,3185.0
2017-03-15 00:04:44.369,10.412,TCP  ,EXT_SERVER,22,10012_231,57489.0,19,    3185,1,.AP.SF,0,suspicious,---,---,---,3185.0
2017-03-15 00:04:44.369,10.412,TCP  ,10012_231,57489,EXT_SERVER,22.0,15,    2163,1,.AP.SF,0,suspicious,---,---,---,2163.0
2017-03-15 00:04:57.452,0.0,UDP  ,10018_14,56475,EXT_SERVER,19.0,1,      46,1,......,0,suspicious,---,---,---,46.0
2017-03-15 00:04:57.452,0.0,ICMP ,EXT_SERVER,0,10018_14,3.3,1,      57,1,......,0,suspicious,---,---,---,57.0
2017-03-15 00:04:47.728,11.03,TCP  ,10008_109,33056,EXT_SERVER,22.0,19,    2383,1,.AP.SF,0,suspicious,---,---,---,2383.0
2017-03-15 00:04:47.728,11.03,TCP  ,EXT_SERVER,22,10008_109,33056.0,21,    3369,1,.AP.SF,0,suspicious,---,---,---,3369.0
2017-03-15 00:05:57.443,120.932,TCP  ,10004_35,23967,EXT_SERVER,22.0,7,     381,1,.APRSF,0,suspicious,---,---,---,381.0
2017-03-15 00:05:57.443,120.932,TCP  ,EXT_SERVER,22,10004_35,23967.0,14,    8681,1,.AP.SF,0,suspicious,---,---,---,8681.0
2017-03-15 00:03:43.040,76.367,TCP  ,10004_35,63339,EXT_SERVER,22.0,7,    1035,1,.AP.SF,0,suspicious,---,---,---,1035.0
2017-03-15 00:03:43.040,76.367,TCP  ,EXT_SERVER,22,10004_35,63339.0,14,    8597,1,.AP.SF,0,suspicious,---,---,---,8597.0
2017-03-15 00:04:58.428,10.451,TCP  ,10008_109,45455,EXT_SERVER,22.0,15,    2163,1,.AP.SF,0,suspicious,---,---,---,2163.0
2017-03-15 00:04:58.428,10.451,TCP  ,EXT_SERVER,22,10008_109,45455.0,19,    3185,1,.AP.SF,0,suspicious,---,---,---,3185.0
2017-03-15 00:05:02.646,11.406,TCP  ,10006_27,32929,EXT_SERVER,22.0,19,    2383,1,.AP.SF,0,suspicious,---,---,---,2383.0
2017-03-15 00:05:02.646,11.406,TCP  ,EXT_SERVER,22,10006_27,32929.0,20,    3317,1,.AP.SF,0,suspicious,---,---,---,3317.0
